configuration,task_id,round,status,dispatched,metric,score,cost_usd,input_tokens,cached_tokens,output_tokens,reasoning_tokens,evaluation_sha256,stats_sha256
Combined,astronomy-easy-1,first,completed,true,success,1,0.036,74719,71581,1284,399,4d96de192e89ea628866c85e10dc46506a275f77be888a48880ee273d75e43f7,820a34e5bed7f50e0fc30e1bdc50f8a950e59f1e3f01e03a54525fb9309265bb
Combined,astronomy-easy-2,first,completed,true,success,1,0.016824,30829,28801,584,34,4cdbe7804ea01598e449d3c2e98051335e87859f7868df2e986659681527df67,6efb7b6e4e1f2f8550bb49ee11925303bbdbb1a20b31f3b8ae2afc410f58620f
Combined,astronomy-easy-3,first,completed,true,success,0,0.038847,55317,51575,1754,915,8873e63e7ed60a8e4afd787868935ecfb8d98bedfbce91920aae184637f4c945,b31557128bec37a2682e853077fd33d8242356401bd9aa759d2eccf9179b0423
Combined,astronomy-easy-4,first,completed,true,llm_paraphrase,1,0.037846,64323,61111,1600,515,c1bf7f95db38fcda20273c051c1f7c1cebb621705f4d4ca233a053f080e44105,2d083f02692bafd03508afd51900da41c289f54c9b11f0ea84392815abd02742
Combined,astronomy-easy-5,first,completed,true,success,1,0.023774,30210,28492,1220,596,eceb1d4b6c3392c0df57eda9530ccb350c53c6314308ea8c8b4fa2dafc989db7,f96d755c6d32e4617ebe2bf2239153235a1d1cac8abdf32c8e286f969be0ac96
Combined,astronomy-easy-6,first,completed,true,f1_approximate,0.0,0.039265,57220,53457,1754,278,f1f0d8cb5881d2d3d1274f4a2181250d2f953f22502cab64571eae6b756f5f9b,f1630cea1ca9485edb6fde4205940e99885e10bce5fdebe1819448fdc51fb296
Combined,astronomy-hard-10,first,completed,true,f1,1.0,0.069482,76202,69121,3458,1441,44ff48ec4b50419fc3091f61728c09042d6160aa882fbd929fb1bf09f231208e,de5a14f829cd053a5d22305486920816cafa2d2495ffbd6543b8d98df8420af0
Combined,astronomy-hard-11,first,completed,true,success,0,0.208896,321059,304112,9515,5270,9a2e13b3cb3624042789363e006cf4d4a51fbbbddba903f8f3b4774a6c47f200,026683074cfb4c7a37dcc80a8a7299c825642d1b72748a68c8737644d3151bbe
Combined,astronomy-hard-12,first,completed,true,success,0,0.057726,56203,52398,3303,1064,f41670cb484aca4d278efac3f43c87b92bc7f365695aefc47481b152dd94542d,38abc3fb14595a05e2d645574ee61c12c5ef79ef42c1823bd32d3f268dd113b4
Combined,astronomy-hard-7,first,data_readiness_blocked,false,success,0,,,,,,df21b187af7e857d5a9e7f1a277f9c983c34f5f9034b5bac84dca7e65f8a511e,dd39e2e55a67fff12a1192e3d77365f9d1907de696ceaaed10966bba0b9c112a
Combined,astronomy-hard-8,first,completed,true,f1_approximate,0.0,0.035141,43013,40183,1787,633,12646c46944c1509488d5b29f67fff57bf2f5efebfc1dceaa9b4987525d567f2,62d450339d431e3af7c5ecb923635574d529722e03075415f061aa2512a71d63
Combined,astronomy-hard-9,first,completed,true,success,1,0.042551,62571,56897,1652,368,44e8d803f106833fac6be55a6baa425af44b65f72fc3de37182f794278924bc1,6a029d751a6dd7784cc99f22954899eb62bbe5027636d23359f37a9fe1172237
Combined,biomedical-easy-2,first,completed,true,success,0,0.029171,65368,61685,789,245,d9093ae583109803e50ef5ae9129b702cc5d476d68b8499173591d946baaf14a,1e668cd16bc49b3953403b786a86ab4d6093eb5307a5a1adcbb05ace92528f4c
Combined,biomedical-easy-6,first,completed,true,success,1,0.021687,52231,49493,526,89,a46d863705bc54728e34988a65c36c7fb53aa033a60e0d960ab057bb8153cb6f,82d9f4e2527d3450b82bb44ce2f219a72ca0af97c8ed10b33801f031701a91a4
Combined,biomedical-easy-9,first,completed,true,success,1,0.050366,95804,90208,1761,720,a8783541c16f0a4e619827614013bd0308462d12dc33e9ceb6b628b94b36222a,1816a9c27715c336c11478e4314aed993817350e0775944b07001fa073c5b1c1
Combined,biomedical-hard-1,first,completed,true,success,1,0.052353,78430,70846,1918,618,b7b82cb3906918ca1f43c0e248c8c83edc2eb8d3a73d4830712799928ea878eb,a058a16d9808b7c545171437e809c4442bc199554dc908f9bec3d37b745cbeac
Combined,biomedical-hard-3,first,completed,true,success,1,0.054593,114141,107787,1694,605,4da8fdbb17b81a7227bc8becb52a455b967201bb5d6dd86041a9642705c0a502,fdc4253c2faa09d23a1d59101ca4b42a42a31cd18f6f532b8fa37fcc371fb7a8
Combined,biomedical-hard-4,first,completed,true,f1,1.0,0.037913,80730,77544,1336,230,99e98fde33c19f7f21097d03796a57f1b0b9fe928621512419d729017c05d4e7,f3fda758459189f443e7b9ae9d25123a435fb58019a02d3f777a1b37e47f7eaa
Combined,biomedical-hard-5,first,completed,true,success,0,0.059048,110075,103641,2121,893,fd20bd1580e904b54b60e32f5e9deda1e9b874c915969748931809ddc113d3ec,de8ce97c04f32bc93274dc493eca44ef8d02a5e287bcf1505304877aabd72e43
Combined,biomedical-hard-7,first,completed,true,success,1,0.016167,40198,38456,416,138,d2832d1d494ba8a68e3e41c4087aefca0bb151d4bcd504ca790407d86c5704a8,893ad1c81bb77bce46c0922bedf9aaadbe4337dfeecc22cb46b29077189f30dd
Combined,biomedical-hard-8,first,completed,true,f1,1.0,0.035186,73006,67370,870,173,0b6c60bacfa9575e8c0a6c54654467846c0a49b6ab6e34fc6f0372750f85eef2,a939a24a40b4e11974d55be3683a1cb6311fe80146b7418ce6d4c58843c5ec73
Combined,environment-easy-1,first,completed,true,success,1,0.018393,39822,38195,625,198,ca5cfcb2073364802aa193708ce26048b0d2d5c83ed4546e919dce86837e478b,9c05570246c79aa4f646138f4f8f47a1d35ea0782cd07f2c44ba8d2abc9fdd25
Combined,environment-easy-2,first,completed,true,f1,1.0,0.034376,44763,40699,1509,324,ef41595513bfb05a54f96c89c6e2e2f269f526cdc6955b23d396659f65300895,ac800e95d6a3a1e3c2e50eb334d019e71efc2aa06810efb83bfbeb5fcb946f35
Combined,environment-easy-3,first,completed,true,success,0,0.02492,31385,28708,1152,301,0426ed991c14ee8d6a259e8402bf4d8d08275928b428dd1e1b5b58904229a8a0,98081aede4f7aba6a8df5d20170518a81c500e992aa216894c237ceda19ca3a3
Combined,environment-easy-4,first,completed,true,success,1,0.025516,52339,49872,884,273,0ab160521dc1a6cb96c989a59b5a9fa6099900cbba19a569a9535c778e188535,4ecdfa5ebabdb98f8cfb9dd6f7a3b36d9874ed1f31249f685a7cc49a45b0ff74
Combined,environment-easy-5,first,completed,true,success,1,0.015871,30378,28363,514,81,67b0f2cd6189cd99a99b771b5afa672121b6ae11ad26865c2436d1d0c313fc6c,6b50888281b83857896c7539a5ffc9d1a7b19a6c1064cbc6dce81face4263b1c
Combined,environment-easy-6,first,completed,true,success,1,0.033019,53110,50167,1425,670,38f9eb9a95ae2d1bd4771d4fe20100981af6cc95b14445cb7f840e584c6a249b,f8ada4ec8d66786bde41a1fe269998d7197942ac408c60a898efb77e2d523a86
Combined,environment-hard-10,first,completed,true,success,1,0.079231,111258,103003,3510,2046,6b8127ce5199e0f244814e176d77339f73bc09c1fe2e6af33449c909b305292b,fbad66634e2364bde0f1c100c5d6f335263208bd3ebb055dc2c8b036fa55c1cb
Combined,environment-hard-11,first,completed,true,success,1,0.027633,51866,49204,1039,503,e26c0dbde2b6e4002157390a8f7b853223cd166d8b285bb0df7e24a49b88fd8c,e447444ad8b6ce2ee6477326f730f6b5fbd9bed94c46d0bafdecab5e80d03440
Combined,environment-hard-12,first,completed,true,llm_paraphrase,1,0.037246,44040,40588,1852,1073,34df8327be91ebc9eee53fbea940ceaa787deeb0bdac077fe68962fcb5100d2c,d9fb74c1a2c0365592a4d18ecfe142f00bda59645fade3320dc7cce3bfc41156
Combined,environment-hard-13,first,completed,true,success,1,0.044999,77926,73605,1803,485,1a596084220ccd6c7386d6f866305de5f4620128d741c78a3dfbb6bd38a8c8db,4c21d0f5c1e7a9218e467988a17eeed6620cab71fd59b140bda51e263a5e6953
Combined,environment-hard-14,first,completed,true,success,1,0.055015,71145,66033,2632,745,2a53d0f3fa5916b87e8a5304622ed382d6b85a2d41165d071adf18c0d84bae85,8b05c3fce3674a5c2fd5719278c42f622f46830b917ad49de9f2d5741720853b
Combined,environment-hard-15,first,completed,true,success,1,0.032303,54521,50233,1140,290,8aeaa536744881a8d66c89f161bd566070ef7a4e2a5d50a167155570a85c485d,0bc594fee3862628222f9015fdf42ead8696e00f97ba75ef98ed1f27f8057658
Combined,environment-hard-16,first,completed,true,success,0,0.034344,65005,62141,1349,541,3f3b999a4c34c0a09d9da1d2f815b8e9a4cc9556c0f00dafcbc5deb6d4396e6d,4f92847dae2a79d906a63708b39e3b138c9ad537e0d293399c8582508beea6b5
Combined,environment-hard-17,first,completed,true,success,0,0.042659,58467,53844,1887,792,dee1645cce50bebeb2d5c8a77d786c3944e028eab3952a9704b26c03cef67ccb,7c1245918b5493043b43689c24d5c731bb6e7e02aeac0de50b9db88a0a1815af
Combined,environment-hard-18,first,completed,true,llm_paraphrase,1,0.047632,58906,54362,2306,920,4e9d3b14c1017c75e23f413cdaffd08090e9153070a6a8cfb1fb27f4f8242467,8f1bbc27a83213b1b208e83f4ffdfdf8837ace7e09ac0fd0b35e2c327fb9e0ca
Combined,environment-hard-19,first,completed,true,success,0,0.069043,90572,83065,3118,987,9d499d6a401ec77ea8793eb6a45a5ebf58bf57e7bfb73f2590b150ded0497d2d,77d681f6eb097cabc4d46f64c6d8746ac239d5c934ce5c7fe79697d16c030964
Combined,environment-hard-20,first,completed,true,f1,0.6666666666666666,0.03895,59053,54342,1555,573,0d02221f353ff9e6af2707d6ad519e0f47e3de84092fcdece2e7594e1f4951e2,5282b02dca4041add8dfa5538bb12b5f7a8c20e6fcfa82bb9741dd843c6be7e0
Combined,environment-hard-7,first,completed,true,success,1,0.023464,31309,28832,1062,367,8e184245fd20c493ee850ed04e54bc4ffb35c172c580f6e5bb2ba39ebc6378d3,732e691820c7404568a20e37ae2b3510b941c509b765d26381d913768cd6f2c1
Combined,environment-hard-8,first,completed,true,success,1,0.028453,43601,40345,1156,421,cb75f452306581a6ecf3ab141a1752b3fe9334e57d5c0bdaf21902c01b3ec468,02efca23d7268b17e5cca239797a82b2a0b900b073b2899c5ec653f37bf0b4b7
Combined,environment-hard-9,first,completed,true,f1,1.0,0.047992,69589,60759,1515,382,acd953a4955fe5e4c4723c34db7ce5bb4e03a4fb8d78ad4ba6226ae94e6c6d2c,267c607138d8a64906757570a3df682d494847cef62f1c5c9ef440ef7b149d00
Combined,legal-easy-10,first,completed,true,f1,1.0,0.02034,41007,38890,694,126,eade946eef3d0911792552e69da1e5ca1798068b6e0c105e92e32e07b50237e3,27a310c7013f11e9457b86a03e952c94709ece36badb0c23e7653265844b6433
Combined,legal-easy-11,first,completed,true,success,1,0.019938,41723,39109,574,131,969a71888b46084921dd85324d4db22d06c1c2c967e9b28f8ff52d1af69cf99d,e120c814e19f21f7e0ff4875bc5b29f69242e2ccba9874a752971d9891643795
Combined,legal-easy-12,first,completed,true,success,1,0.016036,29429,28050,639,314,937226493e0f590a57664d2c0665467e242ed13be1ecdb705c9171d04f81710e,8bbe1c00b3bda6e38cd35a954a92bd688d32e89b18b6c49c4915f19ea4b557a1
Combined,legal-easy-13,first,completed,true,success,1,0.01953,41260,38821,574,108,4896d27de90e8ef5c43229d63bb564296d5602d0b64fdc408b14ede394aa5725,9992be47d1138f4038aec9da8c35c07d8a3084dc2c60bc3cb2441ab9784b8018
Combined,legal-easy-19,first,completed,true,success,0,0.030993,40869,38525,1550,796,0de0b07b79580240c41279d9078006ead747f1051d90f734a92d23b82fa6d9d0,dbfabfc9cdb4d239c5df4ba5ed518ef01a8a55fa4565a5586a6af77e503a2ef6
Combined,legal-easy-20,first,completed,true,success,1,0.016818,29893,28158,643,164,8843d1b512a75fea0d1d338e20ce1e332e0ddbdb24f16cb8281fbd7c19ad18f5,20f6b7a31a67a83d289febc87559ad0782a0d133a5526a4c3a5ed2aaed79a9b9
Combined,legal-easy-21,first,completed,true,success,1,0.022783,52578,49936,626,204,88fb9fa43580c5c6dff046ecfbf25a0ec80ca7d0238ea4f620d08a54762f900a,3fcbbf425b70bc0b074ad974957b4a7112c7c418fa1321e8b723744ed30a6e09
Combined,legal-easy-25,first,completed,true,llm_paraphrase,1,0.022918,40411,38342,926,219,d2520c76421df555b3f0a756b8695b1f43287288664c9bfdab40db8f6fa41202,06ca0ff5347b8bc3c813b8c963919f354a0b39ffe3105030ce109861581f9f55
Combined,legal-easy-26,first,completed,true,f1,1.0,0.015019,29378,28045,562,261,3156c07fcd44910ee85c1a07a6a98d8c868aa3c57fbbbc1263869a56b2ead692,18beca5a1ecfdf344d5e1a484bea4e6793772a6e9469e31d8fd384be22589bab
Combined,legal-easy-27,first,completed,true,success,1,0.011812,29418,28031,286,50,765a19d06d6e33bfc2482d05dba01daa049e28107fea4ceacbfad7d0f3e09f2e,b734adfb1268cc5079ef87b07655ae904683e946e9e3e568ca696303012b1dea
Combined,legal-easy-3,first,completed,true,rae_score,1.0,0.01614,29912,28302,605,178,85048417fbd37d3f126fbda879fc5e2dcade8fb4e689a2f6c0afa5f16ef946de,53a3f4025962eb106d879d5b845040324af170abcd765a2ae7719cdef428cfb9
Combined,legal-easy-4,first,completed,true,success,1,0.018463,40411,38524,582,142,e5c3395c3d1a858d8cca274fc96886d5e97e5e903696d463578018a4e2adf615,85937913b1a449852aa8e6d8bc46f5a10a7941f7f8220f6651e75ca78f8c41e6
Combined,legal-easy-5,first,completed,true,success,1,0.017577,39898,38366,570,178,391d6294303c84991674a2d558d08ac95358d2133dc68358886208a24e7e30e6,cd95067837f813c5f70572efaddbdc799c693ca47d2c9a12d29116c72469fdfc
Combined,legal-easy-9,first,completed,true,success,1,0.018502,30211,28082,719,92,a35fd7b3b401af36889305322b1013fad5d9fda1ac22f34a9f37acb9ff4e4f80,93fa0d8807abe2942c0291398e0bb4c81d043f3d11b25015ee36f12fd41f9d4b
Combined,legal-hard-1,first,completed,true,success,1,0.04309,44839,40962,2262,949,b10d9b5c89c7435950f2af067a5f62ea364c24766b130a767df16887e97438e7,f3164edd13f1e056d5e5929d5b49f37d613946f3cdc9a8dafafad388d6d7eae5
Combined,legal-hard-14,first,completed,true,f1,1.0,0.027379,42741,39546,1090,316,5952e4cee45c65c2a8d07fa03de75e11532a94770a1b7bab9f74604b16b44c42,dea7caf147d5225f9f8840818e24fd14770a8f450f3f16e6a6c65670e8031213
Combined,legal-hard-15,first,completed,true,success,0,0.032946,53702,50592,1384,655,3cfa8ac3797d235b83a6246649ce19342956b0f622fcdb296f2c016ab10da551,7f3f49963989a5df428e96f06ea7368ecfb06922c3d526faff7653d0611b89b8
Combined,legal-hard-16,first,completed,true,success,1,0.027836,51918,48989,1015,249,9a054d267fed57e9b0728220e6969c3fa6df2c08c20dedba0b4e9701df05d0b5,4df17979f500451af883e0e8438a46635ad9d6f94bb02ff310f2ab135b31305e
Combined,legal-hard-17,first,completed,true,success,1,0.02223,42906,40090,715,265,27988fc2440aea4d2648f4ddc2a27c23173300c885282589b7b6d6d84760261a,691cb24296ecd1351b2229fd122ff9c8175f0c3203f29a7e44c15e381305c853
Combined,legal-hard-18,first,completed,true,success,0,0.031916,33193,29330,1527,645,12d5e3dafb3f56781cdb95431decfd12fe5add434b4e9fb7eb61b6ba2e83668d,13c7f4e670205bdbe71e6f73be674d5e7b91b2e9a6f88e4d8058ebb5943f0f0d
Combined,legal-hard-2,first,completed,true,llm_paraphrase,1,0.047215,70185,65626,2081,770,3dfd679b538534f7a3b3a60ab4f6da43e9175467bc6b504db4f25e4638f95c09,14e265de63dfa80c4c6f9dee610c4a5c8ef3cee4c7f11ffdc0e3129ff40c4a4f
Combined,legal-hard-22,first,completed,true,success,0,0.030621,45097,40643,1132,289,78598205f948bb6c3cf4d2ea60a839c65293b142d4e05f7aec8e3561b69faba1,6b1d01ea707cad7d84f11f8c0e70d28cceb12f97ebb6f6859c4a93058cfb43f3
Combined,legal-hard-23,first,completed,true,llm_paraphrase,1,0.047553,60405,54605,2086,563,bad0c0a061bef1328cd2127e04c2f01ad9fd4b171557e9f96bada6160fb05b25,7c4a48a53cfb6ea7c4d038caeea72e6c51969dcc01a7ec31cf1b463aaa55092e
Combined,legal-hard-24,first,completed,true,success,0,0.025275,43838,40274,841,123,2f8c9338d98ee133eaa8a05d9878baa93c4689b5d04dd62604fb86e754bfc6bb,be9f479804dfff1174a00e1f2aa435bee546ae530f839bbe0fe27298670b21d7
Combined,legal-hard-28,first,completed,true,success,1,0.02846,44379,40519,1053,260,0fff8cd1cb932308a659e7fd2144c149f3462bf58843eb0c62af2c8184f163f8,813686e098373a1904360632a7c06100bc945d0ca7bd2f6d3d431e53e27387a1
Combined,legal-hard-29,first,completed,true,success,1,0.025201,41722,38784,964,265,1a788d0ed4f4667f5ccc3696162b4ea5512e7c2784eff500f509e01986677990,dbbc087e16a9e39b3c7744fa61e9c7e4cf4b5952008c8bb5eef1148b4f1911db
Combined,legal-hard-30,first,completed,true,success,1,0.033718,56678,52710,1270,188,b6d8c25dd503f5de1f253ab828a10f4d0170d70dbc6165ed6287fb9d30a0a93b,74ccc2584f10459a793df893ccf846cf9d36fcd0c07fe0925a5a210c66f072c3
Combined,legal-hard-6,first,completed,true,success,1,0.019666,41080,38919,630,129,1767910a2149273d4c2f06b83ed7a5fdb7d76b85d498f2e01c45b5a2fc1df07e,f6a24864140deb3dfa68ea2fc213bcd7a80dd4658d347461ec22fe6a1dc49ebd
Combined,legal-hard-7,first,completed,true,success,1,0.02,41333,39608,719,101,d9b94afd678dcba14c0a43a9415166d03de3483feb471a93f7a37c1dd0174b3a,b2dee467d79955a8018ece1ca7c52381fa77aa6b5f24ae58110a3967685fa352
Combined,legal-hard-8,first,completed,true,success,1,0.0214,44063,40570,525,142,5fa55c88194c3a38cfecdf14e385a8a2572eced41cfe15ddf160995811a264ba,40a9bf9caddb593071864cda8e2d1985235171d2955937bf3f456a9dd03df314
Combined,wildfire-easy-1,first,completed,true,success,1,0.021985,40350,37973,803,20,52bab181b288436c2739df2c6481382e72b8fd1cc4d3ef4731b2b93e864f3bf7,f9089666debc12e56727998dcb6551ef32a938ff4be83a8d46992424e3694ce3
Combined,wildfire-easy-13,first,completed,true,llm_paraphrase,1,0.010928,28722,27722,282,73,ac4abbdfeffa64ef8f97af4d3befe64e083d1d97fdd00c762f2afa04113bdc23,a3ba871770db0a024965d3eaaab6bbd52b6f3672109c50f610c10d8bec2bbec1
Combined,wildfire-easy-15,first,completed,true,success,1,0.03308,67959,64152,1053,303,e1d41359ab670d0efc349c809f777e47d157cb4a0cb9034572a2384b0675d617,99c1c361358f6ee31b20c8149cd2d4ece5d2f677e4164c651d9e4233f434aac1
Combined,wildfire-easy-2,first,completed,true,success,1,0.029098,53347,50529,1113,369,91be3c75b1cb80e652a38fb04823ec6ce80f37bb209c2dbd9907a766245bce33,68ba4bf41a9a871a820e27f38d8ae65c22609971cfe965b2ae9c91d804af7d49
Combined,wildfire-easy-3,first,completed,true,f1,0.0,0.057808,89557,85012,2643,463,dd8b8d83d75db8b91b1d658b7ec7b591ec0f57b997de7d26fdc69522f7bdbcf2,f5e144a5459881b627c72413e33e72a34775c7618e077da1607020c3d3fbd18a
Combined,wildfire-easy-8,first,completed,true,success,1,0.016559,40680,38627,394,109,4c25fcfc720bddf5272bc76d42d8ad288362064d4a461e017aa0145665d4212e,0fa1963ac544a665098b4c6a085fa89a4659b1a7888c8f9e1224963d3bf7576b
Combined,wildfire-easy-9,first,completed,true,rae_score,0.9076923076923077,0.019296,41072,38662,562,124,3fe24dc70f7498d051bb36bacdb9086889d4205bbd908e4a23b06fb8bf81b58e,0d827e6e29ae5365036c4ebcc2347f589ba1aba1f792715c315bcea25ae300cc
Combined,wildfire-hard-10,first,completed,true,success,1,0.018766,33121,29782,511,67,c6c486a2af2e2aaee529d4911f724a3589ee64d0eec92625f7580e549c745e7b,607756a531c0e2bc828ff0a69b017f1e52f7522af318139589941890f5ee0267
Combined,wildfire-hard-11,first,completed,true,success,1,0.014807,30006,28147,455,53,78ace525d5d8501e7d69ca429dbc471d652548f100156f1ea21c3fa1aadaf6cb,a3f920e66d5b7b259c8fc5d57ac6170bb4efa2af445af5703c58df4c3c171a5e
Combined,wildfire-hard-12,first,completed,true,llm_paraphrase,1,0.024574,53489,50080,645,176,93ed5214d1e603dd2a29154c1f94c7da005ffbd628db1461d72ae84578c3987c,44fe156bb4ce6cd794da6443fcb7ac6e18b3be47d4694e20ed75826099a675f0
Combined,wildfire-hard-14,first,completed,true,rae_score,0.7386363636363636,0.025264,42972,40231,978,261,6e469bd95c533c8c11ad0794d10cd950c42c331e294cd62df010226e487fb55a,790853d2e64e214b5f8b8129f6ef40753f70a9af035bd50705d679de5dd637bb
Combined,wildfire-hard-16,first,completed,true,f1,1.0,0.046438,96089,91060,1514,483,f6f82c8118812cf8cece2127f6b35430fb4a5f5127b472b7fd6df1e539021cdb,54b626f762917d72201aded4248935be6333b285e27265df21fa0f5dc7f97d8d
Combined,wildfire-hard-17,first,completed,true,rae_score,0.7614431624739929,0.024782,56073,52602,610,209,8c8d6b1c7fe18f001d178a0e1bd1e1aaae7a1dd4c420cc3c5baab680d51f0604,f228d08302e5189799910ef2b5017752a8d91e27baefca352a5538e6b7c5936a
Combined,wildfire-hard-18,first,completed,true,llm_paraphrase,0,0.053928,85876,79851,2159,798,b452406f4cd0fce6d842fd56fb046388a30e694f13b5febecd4993df63a77651,dd79d445c770da802c87db4ea0b735f8d3362cd3656a5676f6a546e59666e782
Combined,wildfire-hard-19,first,completed,true,rae_score,0.5080645161290323,0.116137,142512,133153,5899,3153,0d41e4cd3095b00dda7b996b495fbf2a1cee907046fb0f561824deae633438e4,9bd67731c624de9c337786b297699185d2c77ef5fcef754c8875ce00e11eae8f
Combined,wildfire-hard-20,first,completed,true,success,1,0.037592,71331,66472,1215,456,bba5b5b9d74595e3653cb386bf3e1137e7ecce2beed79af71bbe59be5c950213,62752731e0352b360a1101fc38d3dc701ce03f79b79a2c0adb08d04f255ad06a
Combined,wildfire-hard-21,first,completed,true,f1,0.6666666666666666,0.038898,73714,68188,1184,437,6fb84e380bd1acfdb6120d3e559d0fb1b556599115c780034649ea4e734eeb0b,2d7d55686dda8b5ce636911c16cd663f67537f417b17493747e76a065b1db9b0
Combined,wildfire-hard-4,first,completed,true,success,1,0.01887,31592,29079,669,88,354865bb92c661e20d5c5a5dd4b3a16dadf4ceb876be0fed88907a287dc6093e,ed30a92083fe9bad5ec1b02653d79ba12d1e798af3f324acd3b86e8a4c250184
Combined,wildfire-hard-5,first,completed,true,success,1,0.02952,43390,39671,1179,347,ad714f3494d9aec6958cba7ecc7acdd43d0592a641f4a43c37827c7bcbde5556,a42ae50f344c323be4b87e161eff89f9eb331acbdd4c2ba0cda88d11ce97993b
Combined,wildfire-hard-6,first,completed,true,rae_score,1.0,0.023641,42901,39927,809,33,82e0690d5fa2323c980806e2bd0193f26ac558d87316cacb6ccd75da405b281b,2e579818eed0eaff3cb4d56118ec0023d18eef11a1d2d8c174acf8e69d5cf984
Combined,wildfire-hard-7,first,completed,true,llm_paraphrase,1,0.069805,105546,98586,3014,2059,86a17d098e3e5c2add198e7d1bcac22c9e439bc349a866343f23c912f39bbc6e,99bc3fdb9b5d0897cf56e8cca4c942532172ef7d24aa95a242f6ba36d686c7d9
